dataset,model,method,method_display,video_class,video_name,runtime_seconds
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,183,OVcjZPMeDDc_000001_000011.mp4,2.177212715148926
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,213,fcD17GSzCI8_000001_000011.mp4,2.142364501953125
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,214,mY0Zh6IYpgA_000045_000055.mp4,2.1985385417938232
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,220,FOV6Yqg6B_Q_000004_000014.mp4,2.343658685684204
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,231,2ZP4Tcq4nq8_000020_000030.mp4,2.160205602645874
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,236,2G1sRvmbza0_000000_000010.mp4,2.0158233642578125
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,243,E-KmvjxUsd8_000110_000120.mp4,1.3882451057434082
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,244,0q1c6APn11c_000043_000053.mp4,2.004739761352539
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,252,vmlKvajfs_I_000191_000201.mp4,2.4779016971588135
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,253,LuBHCaA0bo4_000020_000030.mp4,2.4471449851989746
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,256,xQ5PoSoQnK0_000073_000083.mp4,2.526827573776245
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,298,72vAM2L477g_000015_000025.mp4,2.5970041751861572
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,301,WLlSvm6yuj4_000011_000021.mp4,2.5876712799072266
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,32,gM4HJUB1AlA_000143_000153.mp4,2.6994788646698
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,336,lZhpAQIw_X4_000000_000010.mp4,2.64760684967041
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,345,JtCdw8xvMF0_000020_000030.mp4,1.7480592727661133
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,35,Gvjdcbitk6s_000049_000059.mp4,2.191793203353882
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,355,7YWrSwXh0QQ_000189_000199.mp4,1.9319779872894287
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,369,51Pr9xdOU7U_000121_000131.mp4,2.274949550628662
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,375,y9z2_r8pwG8_000036_000046.mp4,2.3256053924560547
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,398,d2yKqlwqiOY_000002_000012.mp4,2.103506565093994
Kinetics400,TANet,SaliencyTubes,SaliencyTubes,78,XXxIZLe0iQo_000003_000013.mp4,2.3842289447784424
Kinetics400,TANet,AOSA,AOSA,101,--6bJUbfpnQ_000017_000027.mp4,64.67442750930786
Kinetics400,TANet,AOSA,AOSA,135,Y8BCvE5Ai1o_000002_000012.mp4,76.05148339271545
Kinetics400,TANet,AOSA,AOSA,147,Cc5R3Ey3MQw_000004_000014.mp4,75.68763470649719
Kinetics400,TANet,AOSA,AOSA,15,T6seaVGSuEY_000048_000058.mp4,75.84678888320923
Kinetics400,TANet,AOSA,AOSA,155,JYItC7ahu_s_000215_000225.mp4,76.24338006973267
Kinetics400,TANet,AOSA,AOSA,165,DJSqNV9m-2A_000019_000029.mp4,76.25493693351746
Kinetics400,TANet,AOSA,AOSA,176,6mvqsdJcazA_000018_000028.mp4,65.33455014228821
Kinetics400,TANet,AOSA,AOSA,177,S5C0fUV6yEo_000003_000013.mp4,76.19436573982239
Kinetics400,TANet,AOSA,AOSA,183,OVcjZPMeDDc_000001_000011.mp4,75.57939434051514
Kinetics400,TANet,AOSA,AOSA,213,fcD17GSzCI8_000001_000011.mp4,75.71674084663391
Kinetics400,TANet,AOSA,AOSA,214,mY0Zh6IYpgA_000045_000055.mp4,75.62370586395264
Kinetics400,TANet,AOSA,AOSA,220,FOV6Yqg6B_Q_000004_000014.mp4,75.72900986671448
Kinetics400,TANet,AOSA,AOSA,231,2ZP4Tcq4nq8_000020_000030.mp4,75.728848695755
Kinetics400,TANet,AOSA,AOSA,236,2G1sRvmbza0_000000_000010.mp4,75.2033040523529
Kinetics400,TANet,AOSA,AOSA,243,E-KmvjxUsd8_000110_000120.mp4,75.02671313285828
Kinetics400,TANet,AOSA,AOSA,244,0q1c6APn11c_000043_000053.mp4,75.40311360359192
Kinetics400,TANet,AOSA,AOSA,252,vmlKvajfs_I_000191_000201.mp4,76.12375259399414
Kinetics400,TANet,AOSA,AOSA,253,LuBHCaA0bo4_000020_000030.mp4,76.37703609466553
Kinetics400,TANet,AOSA,AOSA,256,xQ5PoSoQnK0_000073_000083.mp4,76.34961128234863
Kinetics400,TANet,AOSA,AOSA,298,72vAM2L477g_000015_000025.mp4,76.34706425666809
Kinetics400,TANet,AOSA,AOSA,301,WLlSvm6yuj4_000011_000021.mp4,76.64988446235657
Kinetics400,TANet,AOSA,AOSA,32,gM4HJUB1AlA_000143_000153.mp4,76.45426297187805
Kinetics400,TANet,AOSA,AOSA,336,lZhpAQIw_X4_000000_000010.mp4,76.4439115524292
Kinetics400,TANet,AOSA,AOSA,345,JtCdw8xvMF0_000020_000030.mp4,75.6287727355957
Kinetics400,TANet,AOSA,AOSA,35,Gvjdcbitk6s_000049_000059.mp4,75.82405424118042
Kinetics400,TANet,AOSA,AOSA,355,7YWrSwXh0QQ_000189_000199.mp4,75.88186359405518
Kinetics400,TANet,AOSA,AOSA,369,51Pr9xdOU7U_000121_000131.mp4,75.59500765800476
Kinetics400,TANet,AOSA,AOSA,375,y9z2_r8pwG8_000036_000046.mp4,75.87647294998169
Kinetics400,TANet,AOSA,AOSA,398,d2yKqlwqiOY_000002_000012.mp4,76.07000803947449
Kinetics400,TANet,AOSA,AOSA,78,XXxIZLe0iQo_000003_000013.mp4,75.76998162269592
Kinetics400,TANet,GradCAM,GradCAM,101,--6bJUbfpnQ_000017_000027.mp4,1.761826753616333
Kinetics400,TANet,GradCAM,GradCAM,135,Y8BCvE5Ai1o_000002_000012.mp4,2.1776671409606934
Kinetics400,TANet,GradCAM,GradCAM,147,Cc5R3Ey3MQw_000004_000014.mp4,1.5571823120117188
Kinetics400,TANet,GradCAM,GradCAM,15,T6seaVGSuEY_000048_000058.mp4,2.0968172550201416
Kinetics400,TANet,GradCAM,GradCAM,155,JYItC7ahu_s_000215_000225.mp4,2.2837281227111816
Kinetics400,TANet,GradCAM,GradCAM,165,DJSqNV9m-2A_000019_000029.mp4,2.036336660385132
Kinetics400,TANet,GradCAM,GradCAM,176,6mvqsdJcazA_000018_000028.mp4,2.1338987350463867
Kinetics400,TANet,GradCAM,GradCAM,177,S5C0fUV6yEo_000003_000013.mp4,1.9148650169372559
Kinetics400,TANet,GradCAM,GradCAM,183,OVcjZPMeDDc_000001_000011.mp4,2.177212715148926
Kinetics400,TANet,GradCAM,GradCAM,213,fcD17GSzCI8_000001_000011.mp4,2.142364501953125
Kinetics400,TANet,GradCAM,GradCAM,214,mY0Zh6IYpgA_000045_000055.mp4,2.1985385417938232
Kinetics400,TANet,GradCAM,GradCAM,220,FOV6Yqg6B_Q_000004_000014.mp4,2.343658685684204
Kinetics400,TANet,GradCAM,GradCAM,231,2ZP4Tcq4nq8_000020_000030.mp4,2.160205602645874
Kinetics400,TANet,GradCAM,GradCAM,236,2G1sRvmbza0_000000_000010.mp4,2.0158233642578125
Kinetics400,TANet,GradCAM,GradCAM,243,E-KmvjxUsd8_000110_000120.mp4,1.3882451057434082
Kinetics400,TANet,GradCAM,GradCAM,244,0q1c6APn11c_000043_000053.mp4,2.004739761352539
Kinetics400,TANet,GradCAM,GradCAM,252,vmlKvajfs_I_000191_000201.mp4,2.4779016971588135
Kinetics400,TANet,GradCAM,GradCAM,253,LuBHCaA0bo4_000020_000030.mp4,2.4471449851989746
Kinetics400,TANet,GradCAM,GradCAM,256,xQ5PoSoQnK0_000073_000083.mp4,2.526827573776245
Kinetics400,TANet,GradCAM,GradCAM,298,72vAM2L477g_000015_000025.mp4,2.5970041751861572
Kinetics400,TANet,GradCAM,GradCAM,301,WLlSvm6yuj4_000011_000021.mp4,2.5876712799072266
Kinetics400,TANet,GradCAM,GradCAM,32,gM4HJUB1AlA_000143_000153.mp4,2.6994788646698
Kinetics400,TANet,GradCAM,GradCAM,336,lZhpAQIw_X4_000000_000010.mp4,2.64760684967041
Kinetics400,TANet,GradCAM,GradCAM,345,JtCdw8xvMF0_000020_000030.mp4,1.7480592727661133
Kinetics400,TANet,GradCAM,GradCAM,35,Gvjdcbitk6s_000049_000059.mp4,2.191793203353882
Kinetics400,TANet,GradCAM,GradCAM,355,7YWrSwXh0QQ_000189_000199.mp4,1.9319779872894287
Kinetics400,TANet,GradCAM,GradCAM,369,51Pr9xdOU7U_000121_000131.mp4,2.274949550628662
Kinetics400,TANet,GradCAM,GradCAM,375,y9z2_r8pwG8_000036_000046.mp4,2.3256053924560547
Kinetics400,TANet,GradCAM,GradCAM,398,d2yKqlwqiOY_000002_000012.mp4,2.103506565093994
Kinetics400,TANet,GradCAM,GradCAM,78,XXxIZLe0iQo_000003_000013.mp4,2.3842289447784424
