dataset,model,method,method_display,video_class,video_name,bbox_energy_ratio,temporal_consistency,sparsity_80
EtriActivity3D,TANet,AOSA,AOSA,22,A023_P072_G001_C007.mp4,0.08761899918317795,0.9221020936965942,0.04270467952806122
EtriActivity3D,TANet,GradCAM,GradCAM,22,A023_P072_G001_C007.mp4,0.43777984380722046,0.8644289374351501,0.043359375
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,25,A026_P032_G002_C008.mp4,0.13144150376319885,0.9614201784133911,0.7895380020141601
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,25,A026_P032_G002_C008.mp4,0.1851581484079361,0.98197340965271,0.6148622512817383
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,25,A026_P032_G002_C008.mp4,0.11177926510572433,0.5350940227508545,0.673469387755102
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,25,A026_P032_G002_C008.mp4,0.039769578725099564,-0.0021320616360753775,0.004709576138147566
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,25,A026_P032_G002_C008.mp4,0.13819536566734314,0.9539474248886108,0.702525520324707
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,25,A026_P032_G002_C008.mp4,0.040554434061050415,0.9900179505348206,0.7171987533569336
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,25,A026_P032_G002_C008.mp4,0.2991771101951599,0.9938912391662598,0.24557291666666667
EtriActivity3D,TANet,AOSA,AOSA,25,A026_P032_G002_C008.mp4,0.4383649528026581,0.9705854654312134,0.15930923150510204
EtriActivity3D,TANet,GradCAM,GradCAM,25,A026_P032_G002_C008.mp4,0.29903122782707214,0.9475971460342407,0.07845052083333333
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,26,A027_P004_G001_C006.mp4,0.27131497859954834,0.9660887718200684,0.1321849822998047
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,26,A027_P004_G001_C006.mp4,0.132706880569458,0.9702041149139404,0.6373783111572265
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,26,A027_P004_G001_C006.mp4,0.08530822396278381,0.23945730924606323,0.6632653061224489
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,26,A027_P004_G001_C006.mp4,0.07431282848119736,0.1125851646065712,0.6970172684458399
EtriActivity3D,TANet,LV-LOCO-NEW,LV-LOCO,26,A027_P004_G001_C006.mp4,0.0799848809838295,0.9517467617988586,0.6632158279418945
EtriActivity3D,TANet,LV-Univ-Pred-NEW,LV-Univ-Pred,26,A027_P004_G001_C006.mp4,0.05781733617186546,0.9810300469398499,0.7248891830444336
EtriActivity3D,TANet,SaliencyTubes,SaliencyTubes,26,A027_P004_G001_C006.mp4,0.25376248359680176,0.9880325794219971,0.24231770833333333
EtriActivity3D,TANet,AOSA,AOSA,26,A027_P004_G001_C006.mp4,0.11109970510005951,0.9715253114700317,0.5126155931122449
EtriActivity3D,TANet,GradCAM,GradCAM,26,A027_P004_G001_C006.mp4,0.32194316387176514,0.9439765214920044,0.07890625
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,3,A004_P046_G003_C005.mp4,0.14250612258911133,0.990871787071228,0.7949672698974609
EtriActivity3D,TANet,3D-LIME-NEW,3D-LIME,3,A004_P046_G003_C005.mp4,0.19176213443279266,0.9888997077941895,0.6757776260375976
EtriActivity3D,TANet,3D-RISE-NEW,3D-RISE,3,A004_P046_G003_C005.mp4,0.15862369537353516,0.614468514919281,0.6530612244897959
