dataset,model,method,video_class,video_name,sensitivity_n,random_correlation,reversed_correlation,n,n_subsets,seed
EtriActivity3D,TANet,AOSA,41,A042_P020_G003_C006.mp4,0.1206364114811652,0.13747083154359682,-0.12063641148116523,10,100,777
EtriActivity3D,TANet,GradCAM,41,A042_P020_G003_C006.mp4,-0.018744047854676774,0.13747083154359682,0.018744047854676777,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,41,A042_P022_G003_C001.mp4,0.09419203396610956,-0.20171235146236333,-0.0941920339661096,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,41,A042_P022_G003_C001.mp4,0.09931556978021604,-0.20171235146236333,-0.0993155697802161,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,41,A042_P022_G003_C001.mp4,0.5610660984097671,-0.03180041841123396,-0.561066098409767,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,41,A042_P022_G003_C001.mp4,-0.07583624833571007,-0.03180041841123396,0.07583624833571005,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,41,A042_P022_G003_C001.mp4,0.6399807464842862,-0.20171235146236333,-0.639980746484286,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,41,A042_P022_G003_C001.mp4,0.2285701098398567,-0.20171235146236333,-0.22857010983985684,10,100,777
EtriActivity3D,TANet,SaliencyTubes,41,A042_P022_G003_C001.mp4,0.451246428153785,-0.03180041841123396,-0.45124642815378474,10,100,777
EtriActivity3D,TANet,AOSA,41,A042_P022_G003_C001.mp4,0.3691515123966011,-0.03180041841123396,-0.3691515123966011,10,100,777
EtriActivity3D,TANet,GradCAM,41,A042_P022_G003_C001.mp4,0.44665616880942677,-0.03180041841123396,-0.44665616880942677,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,42,A043_P015_G003_C002.mp4,0.35592869189403337,-0.1125751207910047,-0.3559286918940333,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,42,A043_P015_G003_C002.mp4,0.32655624174531706,-0.1125751207910047,-0.32655624174531694,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,42,A043_P015_G003_C002.mp4,0.5216042053466828,-0.10754658071871474,-0.5216042053466831,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,42,A043_P015_G003_C002.mp4,0.21106264778019737,-0.10754658071871474,-0.21106264778019834,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,42,A043_P015_G003_C002.mp4,0.14450989511519427,-0.1125751207910047,-0.14450989511519427,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,42,A043_P015_G003_C002.mp4,0.5124311777368386,-0.1125751207910047,-0.5124311777368386,10,100,777
EtriActivity3D,TANet,SaliencyTubes,42,A043_P015_G003_C002.mp4,0.307096235071726,-0.10754658071871474,-0.30709623507172606,10,100,777
EtriActivity3D,TANet,AOSA,42,A043_P015_G003_C002.mp4,0.4590078991729405,-0.10754658071871474,-0.4590078991729405,10,100,777
EtriActivity3D,TANet,GradCAM,42,A043_P015_G003_C002.mp4,0.1604784419784015,-0.10754658071871474,-0.1604784419784015,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,42,A043_P082_G002_C006.mp4,-0.360229421972067,-0.017844211499761273,0.360229421972067,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,42,A043_P082_G002_C006.mp4,-0.3533735224747801,-0.017844211499761273,0.35337352247478016,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,42,A043_P082_G002_C006.mp4,-0.1625026021034402,-0.11307420071653193,0.16250260210344017,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,42,A043_P082_G002_C006.mp4,-0.23371155474872288,-0.11307420071653193,0.23371155474872288,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,42,A043_P082_G002_C006.mp4,-0.4373139296522565,-0.017844211499761273,0.43731392965225635,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,42,A043_P082_G002_C006.mp4,-0.13252568378849855,-0.017844211499761273,0.13252568378849863,10,100,777
EtriActivity3D,TANet,SaliencyTubes,42,A043_P082_G002_C006.mp4,0.25832595485969034,-0.11307420071653193,-0.25832595485969045,10,100,777
EtriActivity3D,TANet,AOSA,42,A043_P082_G002_C006.mp4,-0.059965010937220134,-0.11307420071653193,0.05996501093722011,10,100,777
EtriActivity3D,TANet,GradCAM,42,A043_P082_G002_C006.mp4,0.44661022182629057,-0.11307420071653193,-0.44661022182629057,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,43,A044_P016_G001_C008.mp4,-0.015973248904390842,-0.06628899670414368,0.01597324890439084,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,43,A044_P016_G001_C008.mp4,0.14349132670464654,-0.06628899670414368,-0.1434913267046465,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,43,A044_P016_G001_C008.mp4,-0.2268611805582097,-0.136911847125305,0.2268611805582097,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,43,A044_P016_G001_C008.mp4,-0.1902949948442364,-0.136911847125305,0.19029499484423631,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,43,A044_P016_G001_C008.mp4,0.5076320400566303,-0.06628899670414368,-0.5076320400566303,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,43,A044_P016_G001_C008.mp4,0.4785930744239502,-0.06628899670414368,-0.47859307442394994,10,100,777
EtriActivity3D,TANet,SaliencyTubes,43,A044_P016_G001_C008.mp4,0.017598404543869586,-0.136911847125305,-0.017598404543869586,10,100,777
EtriActivity3D,TANet,AOSA,43,A044_P016_G001_C008.mp4,-0.03276331138891307,-0.136911847125305,0.03276331138891312,10,100,777
EtriActivity3D,TANet,GradCAM,43,A044_P016_G001_C008.mp4,-0.06878553058029455,-0.136911847125305,0.06878553058029455,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,46,A047_P021_G002_C001.mp4,0.37623767274988645,0.000639895081324235,-0.37623767274988656,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,46,A047_P021_G002_C001.mp4,0.43254128986129065,0.000639895081324235,-0.43254128986129087,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,46,A047_P021_G002_C001.mp4,0.42363724404397796,0.1915482519749093,-0.42363724404397807,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,46,A047_P021_G002_C001.mp4,-0.09540284208274284,0.1915482519749093,0.09540284208274284,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,46,A047_P021_G002_C001.mp4,0.5206858222166801,0.000639895081324235,-0.5206858222166805,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,46,A047_P021_G002_C001.mp4,0.43792883135020866,0.000639895081324235,-0.4379288313502087,10,100,777
EtriActivity3D,TANet,SaliencyTubes,46,A047_P021_G002_C001.mp4,0.10806670091224975,0.1915482519749093,-0.10806670091224978,10,100,777
EtriActivity3D,TANet,AOSA,46,A047_P021_G002_C001.mp4,0.436343988229559,0.1915482519749093,-0.4363439882295587,10,100,777
EtriActivity3D,TANet,GradCAM,46,A047_P021_G002_C001.mp4,0.10751361536843491,0.1915482519749093,-0.10751361536843486,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,46,A047_P096_G001_C004.mp4,0.11871187257327762,-0.045001178036330684,-0.11871187257327759,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,46,A047_P096_G001_C004.mp4,0.09653009082950839,-0.045001178036330684,-0.0965300908295085,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,46,A047_P096_G001_C004.mp4,0.3458885668659305,-0.1334572215958415,-0.3458885668659305,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,46,A047_P096_G001_C004.mp4,0.03829117339357802,-0.1334572215958415,-0.03829117339357804,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,46,A047_P096_G001_C004.mp4,0.8066293158130434,-0.045001178036330684,-0.806629315813043,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,46,A047_P096_G001_C004.mp4,0.3618961400551475,-0.045001178036330684,-0.3618961400551475,10,100,777
EtriActivity3D,TANet,SaliencyTubes,46,A047_P096_G001_C004.mp4,0.14669119428926208,-0.1334572215958415,-0.14669119428926203,10,100,777
EtriActivity3D,TANet,AOSA,46,A047_P096_G001_C004.mp4,0.27825384484523336,-0.1334572215958415,-0.27825384484523336,10,100,777
EtriActivity3D,TANet,GradCAM,46,A047_P096_G001_C004.mp4,0.1251651132203492,-0.1334572215958415,-0.12516511322034918,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,47,A048_P035_G001_C003.mp4,-0.0346777932084532,-0.056167670548611597,0.03467779320845323,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,47,A048_P035_G001_C003.mp4,0.2620141329071224,-0.056167670548611597,-0.2620141329071224,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,47,A048_P035_G001_C003.mp4,0.04460758795429895,0.10328159314141866,-0.04460758795429895,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,47,A048_P035_G001_C003.mp4,-0.08154193490412114,0.10328159314141866,0.0815419349041211,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,47,A048_P035_G001_C003.mp4,0.1578626098835916,-0.056167670548611597,-0.15786260988359163,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,47,A048_P035_G001_C003.mp4,-0.07630372704121888,-0.056167670548611597,0.07630372704121893,10,100,777
EtriActivity3D,TANet,SaliencyTubes,47,A048_P035_G001_C003.mp4,0.08971543030298147,0.10328159314141866,-0.08971543030298147,10,100,777
EtriActivity3D,TANet,AOSA,47,A048_P035_G001_C003.mp4,0.3318001244203279,0.10328159314141866,-0.33180012442032797,10,100,777
EtriActivity3D,TANet,GradCAM,47,A048_P035_G001_C003.mp4,0.03791761680933079,0.10328159314141866,-0.0379176168093308,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,50,A051_P082_G001_C006.mp4,0.7031222953977729,-0.01027212975896191,-0.703122295397773,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,50,A051_P082_G001_C006.mp4,0.7343505910902572,-0.01027212975896191,-0.7343505910902569,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,50,A051_P082_G001_C006.mp4,0.6598880462784246,-0.03357068621991132,-0.6598880462784247,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,50,A051_P082_G001_C006.mp4,0.045024564221614646,-0.03357068621991132,-0.0450245642216146,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,50,A051_P082_G001_C006.mp4,0.6576539381929509,-0.01027212975896191,-0.6576539381929507,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,50,A051_P082_G001_C006.mp4,0.47558154146392523,-0.01027212975896191,-0.4755815414639251,10,100,777
EtriActivity3D,TANet,SaliencyTubes,50,A051_P082_G001_C006.mp4,0.4040710733201006,-0.03357068621991132,-0.4040710733201005,10,100,777
EtriActivity3D,TANet,AOSA,50,A051_P082_G001_C006.mp4,-0.18379464805804907,-0.03357068621991132,0.1837946480580491,10,100,777
EtriActivity3D,TANet,GradCAM,50,A051_P082_G001_C006.mp4,0.5167074151147045,-0.03357068621991132,-0.5167074151147047,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,54,A055_P035_G001_C006.mp4,0.022912992061194768,-0.0043162391966748564,-0.02291299206119477,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,54,A055_P035_G001_C006.mp4,0.20768977965996935,-0.0043162391966748564,-0.20768977965996932,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,54,A055_P035_G001_C006.mp4,0.07565711014161132,-0.10152497498492553,-0.07565711014161132,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,54,A055_P035_G001_C006.mp4,-0.016480145655995884,-0.10152497498492553,0.016480145655995912,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,54,A055_P035_G001_C006.mp4,-0.02268812352778754,-0.0043162391966748564,0.022688123527787464,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,54,A055_P035_G001_C006.mp4,0.013676239451106575,-0.0043162391966748564,-0.013676239451106579,10,100,777
EtriActivity3D,TANet,SaliencyTubes,54,A055_P035_G001_C006.mp4,0.06322997280657024,-0.10152497498492553,-0.0632299728065702,10,100,777
EtriActivity3D,TANet,AOSA,54,A055_P035_G001_C006.mp4,0.061650923132732106,-0.10152497498492553,-0.061650923132732106,10,100,777
EtriActivity3D,TANet,GradCAM,54,A055_P035_G001_C006.mp4,0.04220029392661592,-0.10152497498492553,-0.04220029392661592,10,100,777
EtriActivity3D,TANet,3D-Kernel-SHAP-NEW,7,A008_P072_G002_C002.mp4,0.1385224842937128,0.11540767827172162,-0.13852248429371283,10,100,777
EtriActivity3D,TANet,3D-LIME-NEW,7,A008_P072_G002_C002.mp4,0.3487134994211187,0.11540767827172162,-0.34871349942111846,10,100,777
EtriActivity3D,TANet,3D-RISE-NEW,7,A008_P072_G002_C002.mp4,0.19230222870767064,0.026944693549179166,-0.1923022287076705,10,100,777
EtriActivity3D,TANet,3D-Sampled-Occl-Sens-NEW,7,A008_P072_G002_C002.mp4,0.06785439273080926,0.026944693549179166,-0.06785439273080925,10,100,777
EtriActivity3D,TANet,LV-LOCO-NEW,7,A008_P072_G002_C002.mp4,0.8129318271615974,0.11540767827172162,-0.8129318271615968,10,100,777
EtriActivity3D,TANet,LV-Univ-Pred-NEW,7,A008_P072_G002_C002.mp4,0.23320298246692106,0.11540767827172162,-0.23320298246692117,10,100,777
EtriActivity3D,TANet,SaliencyTubes,7,A008_P072_G002_C002.mp4,-0.0784639969546596,0.026944693549179166,0.07846399695465961,10,100,777
EtriActivity3D,TANet,AOSA,7,A008_P072_G002_C002.mp4,0.3107893672130083,0.026944693549179166,-0.3107893672130082,10,100,777
EtriActivity3D,TANet,GradCAM,7,A008_P072_G002_C002.mp4,-0.09503894587812375,0.026944693549179166,0.09503894587812382,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,101,--6bJUbfpnQ_000017_000027.mp4,0.5541899516890909,0.03449217816587843,-0.5541899516890909,10,100,777
Kinetics400,TANet,3D-LIME-NEW,101,--6bJUbfpnQ_000017_000027.mp4,0.7680512833273548,0.03449217816587843,-0.7680512833273546,10,100,777
Kinetics400,TANet,3D-RISE-NEW,101,--6bJUbfpnQ_000017_000027.mp4,0.6060227455377495,-0.019507825421438016,-0.6060227455377495,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,101,--6bJUbfpnQ_000017_000027.mp4,-0.05367463646267497,-0.019507825421438016,0.05367463646267497,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,101,--6bJUbfpnQ_000017_000027.mp4,0.6435674527873011,0.03449217816587843,-0.6435674527873011,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,101,--6bJUbfpnQ_000017_000027.mp4,-0.32760559956140534,0.03449217816587843,0.32760559956140534,10,100,777
Kinetics400,TANet,SaliencyTubes,101,--6bJUbfpnQ_000017_000027.mp4,0.5656908285899388,-0.019507825421438016,-0.565690828589939,10,100,777
Kinetics400,TANet,AOSA,101,--6bJUbfpnQ_000017_000027.mp4,0.21374879767415705,-0.019507825421438016,-0.21374879767415705,10,100,777
Kinetics400,TANet,GradCAM,101,--6bJUbfpnQ_000017_000027.mp4,0.4554968863160715,-0.019507825421438016,-0.4554968863160713,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,0.17805296946105223,-0.027162160357775893,-0.1780529694610522,10,100,777
Kinetics400,TANet,3D-LIME-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,0.31089446370392587,-0.027162160357775893,-0.3108944637039257,10,100,777
Kinetics400,TANet,3D-RISE-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,0.5792036441819451,-0.13400262912586836,-0.5792036441819451,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,-0.1194354204679494,-0.13400262912586836,0.1194354204679494,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,0.35545322805739,-0.027162160357775893,-0.3554532280573901,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,135,Y8BCvE5Ai1o_000002_000012.mp4,0.2677878571136481,-0.027162160357775893,-0.26778785711364805,10,100,777
Kinetics400,TANet,SaliencyTubes,135,Y8BCvE5Ai1o_000002_000012.mp4,0.30434902469500386,-0.13400262912586836,-0.3043490246950038,10,100,777
Kinetics400,TANet,AOSA,135,Y8BCvE5Ai1o_000002_000012.mp4,0.4159386665098998,-0.13400262912586836,-0.4159386665099,10,100,777
Kinetics400,TANet,GradCAM,135,Y8BCvE5Ai1o_000002_000012.mp4,0.4190397513164599,-0.13400262912586836,-0.41903975131646,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,0.052246204726545745,-0.04892230405040202,-0.05224620472654575,10,100,777
Kinetics400,TANet,3D-LIME-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,0.27095441922655417,-0.04892230405040202,-0.2709544192265542,10,100,777
Kinetics400,TANet,3D-RISE-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,0.44553691530025225,-0.12359476805304123,-0.44553691530025225,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,-0.014036435382070408,-0.12359476805304123,0.014036435382070408,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,0.348139251693507,-0.04892230405040202,-0.34813925169350707,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,147,Cc5R3Ey3MQw_000004_000014.mp4,0.11528218707339265,-0.04892230405040202,-0.11528218707339265,10,100,777
Kinetics400,TANet,SaliencyTubes,147,Cc5R3Ey3MQw_000004_000014.mp4,0.396402481544664,-0.12359476805304123,-0.3964024815446636,10,100,777
Kinetics400,TANet,AOSA,147,Cc5R3Ey3MQw_000004_000014.mp4,0.33745548728836844,-0.12359476805304123,-0.3374554872883685,10,100,777
Kinetics400,TANet,GradCAM,147,Cc5R3Ey3MQw_000004_000014.mp4,0.5484074495704194,-0.12359476805304123,-0.5484074495704199,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,15,T6seaVGSuEY_000048_000058.mp4,0.4403019536419837,-0.119791516800723,-0.44030195364198366,10,100,777
Kinetics400,TANet,3D-LIME-NEW,15,T6seaVGSuEY_000048_000058.mp4,0.6091876443675276,-0.119791516800723,-0.6091876443675276,10,100,777
Kinetics400,TANet,3D-RISE-NEW,15,T6seaVGSuEY_000048_000058.mp4,-0.15556050545909586,0.010521959757080234,0.15556050545909586,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,15,T6seaVGSuEY_000048_000058.mp4,0.05221241349724708,0.010521959757080234,-0.05221241349724708,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,15,T6seaVGSuEY_000048_000058.mp4,0.6270217011427108,-0.119791516800723,-0.627021701142711,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,15,T6seaVGSuEY_000048_000058.mp4,0.0220865108959413,-0.119791516800723,-0.022086510895941304,10,100,777
Kinetics400,TANet,SaliencyTubes,15,T6seaVGSuEY_000048_000058.mp4,-0.20290169499388985,0.010521959757080234,0.2029016949938899,10,100,777
Kinetics400,TANet,AOSA,15,T6seaVGSuEY_000048_000058.mp4,-0.14840679443620367,0.010521959757080234,0.14840679443620372,10,100,777
Kinetics400,TANet,GradCAM,15,T6seaVGSuEY_000048_000058.mp4,-0.13525335363962127,0.010521959757080234,0.13525335363962127,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,155,JYItC7ahu_s_000215_000225.mp4,0.041222916660957135,-0.0851103693930629,-0.04122291666095715,10,100,777
Kinetics400,TANet,3D-LIME-NEW,155,JYItC7ahu_s_000215_000225.mp4,0.32845993277662894,-0.0851103693930629,-0.32845993277662916,10,100,777
Kinetics400,TANet,3D-RISE-NEW,155,JYItC7ahu_s_000215_000225.mp4,0.41411567418115114,-0.0017201300428373533,-0.41411567418115114,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,155,JYItC7ahu_s_000215_000225.mp4,-0.2800685060450197,-0.0017201300428373533,0.2800685060450197,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,155,JYItC7ahu_s_000215_000225.mp4,0.4872816038848459,-0.0851103693930629,-0.4872816038848461,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,155,JYItC7ahu_s_000215_000225.mp4,0.011630567984147676,-0.0851103693930629,-0.011630567984147652,10,100,777
Kinetics400,TANet,SaliencyTubes,155,JYItC7ahu_s_000215_000225.mp4,0.2088946144387246,-0.0017201300428373533,-0.20889461443872462,10,100,777
Kinetics400,TANet,AOSA,155,JYItC7ahu_s_000215_000225.mp4,0.14489560716304928,-0.0017201300428373533,-0.1448956071630494,10,100,777
Kinetics400,TANet,GradCAM,155,JYItC7ahu_s_000215_000225.mp4,0.34490279598260054,-0.0017201300428373533,-0.3449027959826006,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,165,DJSqNV9m-2A_000019_000029.mp4,0.21841162640999265,0.01987461713333456,-0.2184116264099927,10,100,777
Kinetics400,TANet,3D-LIME-NEW,165,DJSqNV9m-2A_000019_000029.mp4,0.49425749615613895,0.01987461713333456,-0.49425749615613884,10,100,777
Kinetics400,TANet,3D-RISE-NEW,165,DJSqNV9m-2A_000019_000029.mp4,0.002981627139120203,0.03574446467443549,-0.002981627139120203,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,165,DJSqNV9m-2A_000019_000029.mp4,0.08705640467616649,0.03574446467443549,-0.08705640467616649,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,165,DJSqNV9m-2A_000019_000029.mp4,0.17603501129993712,0.01987461713333456,-0.17603501129993712,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,165,DJSqNV9m-2A_000019_000029.mp4,-0.09726242163398281,0.01987461713333456,0.0972624216339827,10,100,777
Kinetics400,TANet,SaliencyTubes,165,DJSqNV9m-2A_000019_000029.mp4,0.14391660785526886,0.03574446467443549,-0.14391660785526883,10,100,777
Kinetics400,TANet,AOSA,165,DJSqNV9m-2A_000019_000029.mp4,0.3115502005715026,0.03574446467443549,-0.3115502005715026,10,100,777
Kinetics400,TANet,GradCAM,165,DJSqNV9m-2A_000019_000029.mp4,0.1798644627242568,0.03574446467443549,-0.17986446272425677,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,176,6mvqsdJcazA_000018_000028.mp4,-0.043124189229193956,-0.0030748916957211592,0.04312418922919394,10,100,777
Kinetics400,TANet,3D-LIME-NEW,176,6mvqsdJcazA_000018_000028.mp4,-0.0071234330737479905,-0.0030748916957211592,0.007123433073747986,10,100,777
Kinetics400,TANet,3D-RISE-NEW,176,6mvqsdJcazA_000018_000028.mp4,0.3625046503019226,-0.2568728277236641,-0.3625046503019228,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,176,6mvqsdJcazA_000018_000028.mp4,-0.20419156129041888,-0.2568728277236641,0.20419156129041888,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,176,6mvqsdJcazA_000018_000028.mp4,-0.054451731877188755,-0.0030748916957211592,0.054451731877188776,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,176,6mvqsdJcazA_000018_000028.mp4,-0.13383113176016992,-0.0030748916957211592,0.13383113176016992,10,100,777
Kinetics400,TANet,SaliencyTubes,176,6mvqsdJcazA_000018_000028.mp4,0.40158527778048236,-0.2568728277236641,-0.40158527778048236,10,100,777
Kinetics400,TANet,AOSA,176,6mvqsdJcazA_000018_000028.mp4,0.3208944741801235,-0.2568728277236641,-0.3208944741801232,10,100,777
Kinetics400,TANet,GradCAM,176,6mvqsdJcazA_000018_000028.mp4,0.3724069188747156,-0.2568728277236641,-0.3724069188747154,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,177,S5C0fUV6yEo_000003_000013.mp4,0.3799664219412343,-0.017328480068525304,-0.37996642194123437,10,100,777
Kinetics400,TANet,3D-LIME-NEW,177,S5C0fUV6yEo_000003_000013.mp4,0.4024820919079101,-0.017328480068525304,-0.40248209190791023,10,100,777
Kinetics400,TANet,3D-RISE-NEW,177,S5C0fUV6yEo_000003_000013.mp4,0.38178348028295117,0.23911512133151916,-0.3817834802829513,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,177,S5C0fUV6yEo_000003_000013.mp4,0.16947328554605048,0.23911512133151916,-0.16947328554605048,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,177,S5C0fUV6yEo_000003_000013.mp4,0.359819184906311,-0.017328480068525304,-0.359819184906311,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,177,S5C0fUV6yEo_000003_000013.mp4,-0.11181853036823776,-0.017328480068525304,0.11181853036823776,10,100,777
Kinetics400,TANet,SaliencyTubes,177,S5C0fUV6yEo_000003_000013.mp4,0.39483697280657765,0.23911512133151916,-0.39483697280657776,10,100,777
Kinetics400,TANet,AOSA,177,S5C0fUV6yEo_000003_000013.mp4,0.0873698367196538,0.23911512133151916,-0.08736983671965379,10,100,777
Kinetics400,TANet,GradCAM,177,S5C0fUV6yEo_000003_000013.mp4,0.46289136277328985,0.23911512133151916,-0.4628913627732902,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,183,OVcjZPMeDDc_000001_000011.mp4,0.15105919171198842,0.09228528576090668,-0.15105919171198837,10,100,777
Kinetics400,TANet,3D-LIME-NEW,183,OVcjZPMeDDc_000001_000011.mp4,-0.020619424343199813,0.09228528576090668,0.020619424343199813,10,100,777
Kinetics400,TANet,3D-RISE-NEW,183,OVcjZPMeDDc_000001_000011.mp4,0.08793317574200786,-0.1097783017478948,-0.08793317574200786,10,100,777
Kinetics400,TANet,3D-Sampled-Occl-Sens-NEW,183,OVcjZPMeDDc_000001_000011.mp4,0.2814769982626844,-0.1097783017478948,-0.2814769982626844,10,100,777
Kinetics400,TANet,LV-LOCO-NEW,183,OVcjZPMeDDc_000001_000011.mp4,0.14917248783563078,0.09228528576090668,-0.1491724878356308,10,100,777
Kinetics400,TANet,LV-Univ-Pred-NEW,183,OVcjZPMeDDc_000001_000011.mp4,-0.01757234087349907,0.09228528576090668,0.017572340873499095,10,100,777
Kinetics400,TANet,SaliencyTubes,183,OVcjZPMeDDc_000001_000011.mp4,-0.01322450313244366,-0.1097783017478948,0.01322450313244366,10,100,777
Kinetics400,TANet,AOSA,183,OVcjZPMeDDc_000001_000011.mp4,0.11644192178852374,-0.1097783017478948,-0.11644192178852374,10,100,777
Kinetics400,TANet,GradCAM,183,OVcjZPMeDDc_000001_000011.mp4,-0.028338277705213168,-0.1097783017478948,0.028338277705213126,10,100,777
Kinetics400,TANet,3D-Kernel-SHAP-NEW,213,fcD17GSzCI8_000001_000011.mp4,0.42661986832974547,-0.22523284598925375,-0.42661986832974547,10,100,777
Kinetics400,TANet,3D-LIME-NEW,213,fcD17GSzCI8_000001_000011.mp4,0.5711863575104136,-0.22523284598925375,-0.5711863575104137,10,100,777
