metric,Dataset,method,method_display,N,mean,std,median,q25,q75,IQR,direction
iou_value,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,0.22702226197441217,0.21863551406556497,0.16227335640138404,0.07665911989047308,0.26313739907727796,0.18647827918680487,higher
iou_value,Overall,AOSA,AOSA,60,0.2645987977528351,0.22366837356320265,0.20591899100321004,0.07668705476514914,0.38538789821720415,0.308700843452055,higher
iou_value,Overall,GradCAM,GradCAM,60,0.2821492869264901,0.20012131886797804,0.2722999883656695,0.10007817921364517,0.3877439586539285,0.2876657794402834,higher
iou_value,Overall,LV-LOCO-NEW,LV-LOCO,60,0.3266455981784053,0.2347309820977281,0.28531231133250134,0.12401997818552674,0.5196094865778427,0.39558950839231594,higher
iou_value,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,0.28658652348468255,0.24084338652907034,0.2163238813804494,0.06613993722136505,0.4487446585048813,0.3826047212835163,higher
iou_value,Overall,SaliencyTubes,SaliencyTubes,60,0.29970987410378047,0.1958808342969994,0.28034950755731003,0.16269962730286647,0.3985209266920267,0.23582129938916024,higher
pointing_game,EtriActivity3D,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.7,0.466091599699399,1.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,3D-LIME-NEW,3D-LIME,30,0.8,0.4068381021724862,1.0,1.0,1.0,0.0,higher
pointing_game,EtriActivity3D,3D-RISE-NEW,3D-RISE,30,0.7,0.466091599699399,1.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.6333333333333333,0.490132517853561,1.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,AOSA,AOSA,30,0.43333333333333335,0.5040069329937309,0.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,GradCAM,GradCAM,30,0.4,0.4982728791224398,0.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,LV-LOCO-NEW,LV-LOCO,30,0.6,0.4982728791224398,1.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.4666666666666667,0.5074162634049248,0.0,0.0,1.0,1.0,higher
pointing_game,EtriActivity3D,SaliencyTubes,SaliencyTubes,30,0.4666666666666667,0.5074162634049248,0.0,0.0,1.0,1.0,higher
pointing_game,Kinetics400,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.5,0.5085476277156078,0.5,0.0,1.0,1.0,higher
pointing_game,Kinetics400,3D-LIME-NEW,3D-LIME,30,0.5666666666666667,0.5040069329937309,1.0,0.0,1.0,1.0,higher
pointing_game,Kinetics400,3D-RISE-NEW,3D-RISE,30,0.4666666666666667,0.5074162634049248,0.0,0.0,1.0,1.0,higher
pointing_game,Kinetics400,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.3333333333333333,0.47946330148538413,0.0,0.0,1.0,1.0,higher
pointing_game,Kinetics400,AOSA,AOSA,30,0.5,0.5085476277156078,0.5,0.0,1.0,1.0,higher
pointing_game,Kinetics400,GradCAM,GradCAM,30,0.2,0.4068381021724863,0.0,0.0,0.0,0.0,higher
pointing_game,Kinetics400,LV-LOCO-NEW,LV-LOCO,30,0.5,0.5085476277156078,0.5,0.0,1.0,1.0,higher
pointing_game,Kinetics400,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.36666666666666664,0.490132517853561,0.0,0.0,1.0,1.0,higher
pointing_game,Kinetics400,SaliencyTubes,SaliencyTubes,30,0.4666666666666667,0.5074162634049248,0.0,0.0,1.0,1.0,higher
pointing_game,Overall,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,60,0.6,0.49403218175557095,1.0,0.0,1.0,1.0,higher
pointing_game,Overall,3D-LIME-NEW,3D-LIME,60,0.6833333333333333,0.4691017983072984,1.0,0.0,1.0,1.0,higher
pointing_game,Overall,3D-RISE-NEW,3D-RISE,60,0.5833333333333334,0.4971671160112441,1.0,0.0,1.0,1.0,higher
pointing_game,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,0.48333333333333334,0.503939284299098,0.0,0.0,1.0,1.0,higher
pointing_game,Overall,AOSA,AOSA,60,0.4666666666666667,0.5030977485864635,0.0,0.0,1.0,1.0,higher
pointing_game,Overall,GradCAM,GradCAM,60,0.3,0.4621247905424446,0.0,0.0,1.0,1.0,higher
pointing_game,Overall,LV-LOCO-NEW,LV-LOCO,60,0.55,0.501692052213544,1.0,0.0,1.0,1.0,higher
pointing_game,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,0.4166666666666667,0.4971671160112441,0.0,0.0,1.0,1.0,higher
pointing_game,Overall,SaliencyTubes,SaliencyTubes,60,0.4666666666666667,0.5030977485864634,0.0,0.0,1.0,1.0,higher
runtime_seconds,EtriActivity3D,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,449.1502165476481,2.004687935442354,449.4127378463745,448.0481473207474,450.70606774091726,2.657920420169887,lower
runtime_seconds,EtriActivity3D,3D-LIME-NEW,3D-LIME,30,442.5504455169042,2.0481240149089626,443.0754688978195,441.67817586660385,443.957801103592,2.2796252369881245,lower
runtime_seconds,EtriActivity3D,3D-RISE-NEW,3D-RISE,30,440.13420581817627,2.354167989851462,440.5817264318466,438.88762569427496,441.61716067790985,2.729534983634892,lower
runtime_seconds,EtriActivity3D,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,473.745352935791,1.948968513285378,474.38277220726013,472.69399666786194,475.05311715602875,2.359120488166809,lower
runtime_seconds,EtriActivity3D,AOSA,AOSA,30,75.27436759471894,0.8888751669289506,75.14227628707886,74.74549150466919,75.88335466384888,1.1378631591796875,lower
runtime_seconds,EtriActivity3D,GradCAM,GradCAM,30,1.8045071840286255,0.5978363472692302,1.8392757177352905,1.4121748208999634,2.331777811050415,0.9196029901504517,lower
runtime_seconds,EtriActivity3D,LV-LOCO-NEW,LV-LOCO,30,97.18263201713562,7.06793891042415,98.62417578697205,96.91469168663026,100.73787391185759,3.8231822252273275,lower
runtime_seconds,EtriActivity3D,LV-Univ-Pred-NEW,LV-Univ-Pred,30,96.88619972864787,7.06248938001045,98.48113894462585,96.69045925140382,100.16719400882721,3.4767347574233867,lower
runtime_seconds,EtriActivity3D,SaliencyTubes,SaliencyTubes,30,1.8045071840286255,0.5978363472692302,1.8392757177352905,1.4121748208999634,2.331777811050415,0.9196029901504517,lower
runtime_seconds,Kinetics400,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,469.9724387963613,4.026691118451857,470.0678961277008,468.0595586299896,473.0284185409546,4.968859910964966,lower
runtime_seconds,Kinetics400,3D-LIME-NEW,3D-LIME,30,443.45161691506706,1.3216211562063607,443.4858988523483,442.2952572107315,444.58580470085144,2.290547490119934,lower
runtime_seconds,Kinetics400,3D-RISE-NEW,3D-RISE,30,440.94725884596505,1.5327690839972326,441.1508022546768,440.20142287015915,442.1814545989037,1.9800317287445637,lower
runtime_seconds,Kinetics400,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,474.8333231131236,1.258888411042579,475.1879338026047,474.0587895512581,475.56349778175354,1.5047082304954529,lower
runtime_seconds,Kinetics400,AOSA,AOSA,30,75.18966939449311,2.7961596445021923,75.83542156219482,75.6249725818634,76.2311264872551,0.6061539053916931,lower
runtime_seconds,Kinetics400,GradCAM,GradCAM,30,2.1778955539067586,0.31193947967762864,2.1774399280548096,2.0209516882896423,2.374086380004883,0.3531346917152405,lower
runtime_seconds,Kinetics400,LV-LOCO-NEW,LV-LOCO,30,87.39453608194987,9.380146572226858,87.15740549564362,83.38002324104309,94.15073263645172,10.77070939540863,lower
runtime_seconds,Kinetics400,LV-Univ-Pred-NEW,LV-Univ-Pred,30,87.14995005130768,9.389038069736584,87.38379490375519,83.29135364294052,93.87616729736327,10.584813654422746,lower
runtime_seconds,Kinetics400,SaliencyTubes,SaliencyTubes,30,2.1778955539067586,0.31193947967762864,2.1774399280548096,2.0209516882896423,2.374086380004883,0.3531346917152405,lower
runtime_seconds,Overall,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,60,459.5613276720047,10.96236360137629,454.68197321891785,449.4156962633133,470.0267640352249,20.61106777191162,lower
runtime_seconds,Overall,3D-LIME-NEW,3D-LIME,60,443.0010312159856,1.7682941492661064,443.3064591884613,442.1086186170578,444.21130579710007,2.102687180042267,lower
runtime_seconds,Overall,3D-RISE-NEW,3D-RISE,60,440.54073233207066,2.011698751243896,440.8948278427124,439.42525696754456,442.03013300895697,2.6048760414124104,lower
runtime_seconds,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,474.2893380244573,1.7166693077658801,474.8412551879883,473.836208820343,475.41449707746506,1.5782882571220398,lower
runtime_seconds,Overall,AOSA,AOSA,60,75.23201849460602,2.0574677275911437,75.69133567810059,75.05000668764114,76.06630140542984,1.0162947177886963,lower
runtime_seconds,Overall,GradCAM,GradCAM,60,1.991201368967692,0.5088705455777452,2.100161910057068,1.731453359127045,2.3731812834739685,0.6417279243469236,lower
runtime_seconds,Overall,LV-LOCO-NEW,LV-LOCO,60,92.28858404954275,9.600005936727037,96.55861496925354,86.04536294937134,98.90752005577087,12.862157106399536,lower
runtime_seconds,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,92.01807488997777,9.588896596272683,96.31901836395264,85.6080841422081,98.70840859413147,13.10032445192337,lower
runtime_seconds,Overall,SaliencyTubes,SaliencyTubes,60,1.991201368967692,0.5088705455777452,2.100161910057068,1.731453359127045,2.3731812834739685,0.6417279243469236,lower
sensitivity_n,EtriActivity3D,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.34942040031023824,0.2905007206536861,0.36608318232195985,0.1236645255033864,0.5623123318136413,0.43864780631025485,higher
sensitivity_n,EtriActivity3D,3D-LIME-NEW,3D-LIME,30,0.4144214384021263,0.2670998452787624,0.41919780976629095,0.2346761891506336,0.5822618341849741,0.34758564503434053,higher
sensitivity_n,EtriActivity3D,3D-RISE-NEW,3D-RISE,30,0.3127090856209858,0.30417906901073494,0.33417706184487495,0.10114867772268606,0.551200625143996,0.45005194742131,higher
sensitivity_n,EtriActivity3D,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.026773305413847582,0.1365154975009818,0.0166008691056223,-0.0717333280409123,0.09521058012880837,0.16694390816972066,higher
sensitivity_n,EtriActivity3D,AOSA,AOSA,30,0.08944252970175026,0.31026614167734207,0.14556903198987106,-0.12049167826545139,0.30265548662106456,0.42314716488651594,higher
sensitivity_n,EtriActivity3D,GradCAM,GradCAM,30,0.19298538971020046,0.2623340910432607,0.1686496094611437,-0.014427188115867025,0.44664468206364266,0.4610718701795097,higher
sensitivity_n,EtriActivity3D,LV-LOCO-NEW,LV-LOCO,30,0.5321206637433601,0.31055244720022834,0.516963261299715,0.39379489691184866,0.8113561993244589,0.41756130241261025,higher
sensitivity_n,EtriActivity3D,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.11728103895670058,0.21299698232639427,0.09874337046856466,-0.0747546303911441,0.2528511763332478,0.3276058067243919,higher
sensitivity_n,EtriActivity3D,SaliencyTubes,SaliencyTubes,30,0.21702622184601783,0.2351289381000623,0.175032832076114,0.06414454720618727,0.3996029810733615,0.3354584338671742,higher
sensitivity_n,Kinetics400,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.20856839947142666,0.2169296310156147,0.1667916767333579,0.05669172115398123,0.39899071177797,0.3422989906239888,higher
sensitivity_n,Kinetics400,3D-LIME-NEW,3D-LIME,30,0.3006539538403922,0.259023528322398,0.3138484228882997,0.08557079065715226,0.5070012080098809,0.4214304173527287,higher
sensitivity_n,Kinetics400,3D-RISE-NEW,3D-RISE,30,0.32778902842305835,0.2084023189784861,0.3744361786697441,0.226521069678639,0.4407432551385263,0.2142221854598873,higher
sensitivity_n,Kinetics400,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.07201400882406198,0.17703033131802118,0.04338629117392475,-0.05217070070337173,0.21463253710209684,0.26680323780546855,higher
sensitivity_n,Kinetics400,AOSA,AOSA,30,0.18166049080641467,0.22348360521398258,0.2098971131350657,0.09463785798687127,0.33331523401130714,0.23867737602443587,higher
sensitivity_n,Kinetics400,GradCAM,GradCAM,30,0.27463565732046785,0.25150492717345907,0.3417516043836041,0.19067784488604006,0.43327259657007655,0.2425947516840365,higher
sensitivity_n,Kinetics400,LV-LOCO-NEW,LV-LOCO,30,0.4003801188840388,0.2498293362233646,0.4102243328854626,0.20140878460977163,0.6082254224003639,0.4068166377905923,higher
sensitivity_n,Kinetics400,LV-Univ-Pred-NEW,LV-Univ-Pred,30,-0.005962594597648733,0.1488553397518,-0.006959202502269151,-0.11073749341629441,0.06456633449752927,0.17530382791382368,higher
sensitivity_n,Kinetics400,SaliencyTubes,SaliencyTubes,30,0.21591951071764207,0.266450230650259,0.28476961174012483,0.13484439259619763,0.39775518917169644,0.2629107965754988,higher
sensitivity_n,Overall,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,60,0.27899439989083247,0.26392134691146074,0.27609153224789973,0.08890040145303063,0.44572018332698765,0.356819781873957,higher
sensitivity_n,Overall,3D-LIME-NEW,3D-LIME,60,0.35753769612125924,0.26708646348871873,0.3385867160988738,0.20351034758052103,0.5581773227711568,0.35466697519063584,higher
sensitivity_n,Overall,3D-RISE-NEW,3D-RISE,60,0.3202490570220221,0.2586191367248896,0.35604371812747704,0.1848391853464872,0.4924740401209718,0.3076348547744846,higher
sensitivity_n,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,0.049393657118954784,0.15838224398354483,0.04044575950828015,-0.061355046485455374,0.17241340625579085,0.23376845274124622,higher
sensitivity_n,Overall,AOSA,AOSA,60,0.13555151025408246,0.27208087964100774,0.19579339499375403,-0.039563736275989775,0.32362088674017464,0.3631846230161644,higher
sensitivity_n,Overall,GradCAM,GradCAM,60,0.23381052351533418,0.2580942115721858,0.27953461868831625,0.0411296246472946,0.44662170857207456,0.40549208392478,higher
sensitivity_n,Overall,LV-LOCO-NEW,LV-LOCO,60,0.46625039131369944,0.28721932913489745,0.5007537046683708,0.32457692758619505,0.6445840642236922,0.32000713663749714,higher
sensitivity_n,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,0.05565922217952593,0.19248940411541,0.00861786102276465,-0.09643266749080724,0.1974142774240022,0.29384694491480945,higher
sensitivity_n,Overall,SaliencyTubes,SaliencyTubes,60,0.21647286628182996,0.24914012521601203,0.2159286109978881,0.07308841988331505,0.39905088823065105,0.325962468347336,higher
sparsity_80,EtriActivity3D,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.5738783899943034,0.277561325695594,0.6993599891662599,0.6098388671875,0.7499885082244873,0.14014964103698724,lower
sparsity_80,EtriActivity3D,3D-LIME-NEW,3D-LIME,30,0.6610345840454102,0.06140218252112022,0.6572338104248048,0.620732593536377,0.7032750606536865,0.0825424671173095,lower
sparsity_80,EtriActivity3D,3D-RISE-NEW,3D-RISE,30,0.6617346938775509,0.033873597608958576,0.6632653061224489,0.6479591836734694,0.6772959183673469,0.029336734693877542,lower
sparsity_80,EtriActivity3D,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.44453165881737305,0.3243449840798328,0.6334379905808478,0.035321821036106725,0.7146781789638933,0.6793563579277866,lower
sparsity_80,EtriActivity3D,AOSA,AOSA,30,0.41238091914784075,0.27562217495151836,0.3074570160095288,0.17743542729591832,0.7138842597585909,0.5364488324626726,lower
sparsity_80,EtriActivity3D,GradCAM,GradCAM,30,0.0903233506944444,0.02239411353664876,0.0857747395833333,0.07810872395833328,0.10094401041666665,0.022835286458333368,lower
sparsity_80,EtriActivity3D,LV-LOCO-NEW,LV-LOCO,30,0.5452397028605144,0.3084073328445688,0.7046218872070313,0.4497421264648437,0.7345143318176269,0.28477220535278325,lower
sparsity_80,EtriActivity3D,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.7397466786702473,0.03144972792120578,0.7395604133605957,0.7191213607788086,0.7663781642913818,0.04725680351257322,lower
sparsity_80,EtriActivity3D,SaliencyTubes,SaliencyTubes,30,0.27271701388888886,0.21639065616313335,0.1748372395833333,0.11206054687499997,0.32553710937499997,0.2134765625,lower
sparsity_80,Kinetics400,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.6290855471293131,0.1893206563088876,0.6853939056396485,0.6529229640960694,0.7139550685882569,0.06103210449218743,lower
sparsity_80,Kinetics400,3D-LIME-NEW,3D-LIME,30,0.6406181271870931,0.05456923962630157,0.627013111114502,0.5947012901306152,0.6747747898101807,0.08007349967956545,lower
sparsity_80,Kinetics400,3D-RISE-NEW,3D-RISE,30,0.6746598639455782,0.039716971199970245,0.6658163265306123,0.6530612244897959,0.7066326530612245,0.0535714285714286,lower
sparsity_80,Kinetics400,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.7199895342752485,0.04222947775056291,0.7268445839874411,0.7052590266875981,0.7429356357927787,0.03767660910518056,lower
sparsity_80,Kinetics400,AOSA,AOSA,30,0.49660963473931236,0.23041495738200662,0.5624119765093538,0.29702779549319724,0.7155754245057397,0.4185476290125425,lower
sparsity_80,Kinetics400,GradCAM,GradCAM,30,0.19221788194444442,0.061026185543665984,0.18440755208333331,0.15576171875,0.2072916666666666,0.051529947916666596,lower
sparsity_80,Kinetics400,LV-LOCO-NEW,LV-LOCO,30,0.7064126396179199,0.04563874138829838,0.7082376480102539,0.6839964389801025,0.7422403812408447,0.05824394226074214,lower
sparsity_80,Kinetics400,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.6843992042541504,0.05589135199925239,0.6855835914611816,0.6418249607086182,0.7257704734802246,0.08394551277160645,lower
sparsity_80,Kinetics400,SaliencyTubes,SaliencyTubes,30,0.3665907118055555,0.12757991533178187,0.3430013020833333,0.2856282552083333,0.4437337239583333,0.15810546875000003,lower
sparsity_80,Overall,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,60,0.6014819685618082,0.2371909359377501,0.6926067352294922,0.6452235698699952,0.7305185317993164,0.08529496192932118,lower
sparsity_80,Overall,3D-LIME-NEW,3D-LIME,60,0.6508263556162516,0.05850472147837239,0.6372293472290038,0.6120840549468993,0.6999623775482178,0.08787832260131845,lower
sparsity_80,Overall,3D-RISE-NEW,3D-RISE,60,0.6681972789115647,0.03717270604122811,0.6632653061224489,0.6479591836734694,0.6951530612244898,0.04719387755102045,lower
sparsity_80,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,0.5822605965463108,0.268096319159094,0.706436420722135,0.6295133437990581,0.7394034536891679,0.10989010989010983,lower
sparsity_80,Overall,AOSA,AOSA,60,0.45449527694357655,0.2554198135922073,0.4904967846513605,0.20910644531249997,0.7167869100765306,0.5076804647640306,lower
sparsity_80,Overall,GradCAM,GradCAM,60,0.1412706163194444,0.06867788854559932,0.1240559895833333,0.08741861979166665,0.18383789062499994,0.09641927083333329,lower
sparsity_80,Overall,LV-LOCO-NEW,LV-LOCO,60,0.6258261712392171,0.23319418275994178,0.7066306114196778,0.6675438404083252,0.7356659889221191,0.06812214851379395,lower
sparsity_80,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,0.7120729414621988,0.05291904173127866,0.7232291221618652,0.6790375709533691,0.7508264064788819,0.07178883552551274,lower
sparsity_80,Overall,SaliencyTubes,SaliencyTubes,60,0.3196538628472222,0.18236344055724849,0.2916341145833333,0.17991536458333332,0.4148274739583333,0.23491210937499998,lower
temporal_consistency,EtriActivity3D,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.9749674797058105,0.016837407379656378,0.9787659645080566,0.9663937091827393,0.9875384122133256,0.021144703030586354,higher
temporal_consistency,EtriActivity3D,3D-LIME-NEW,3D-LIME,30,0.9755933145682018,0.02040123485081231,0.9822349548339844,0.9703523069620132,0.9888194501399995,0.018467143177986256,higher
temporal_consistency,EtriActivity3D,3D-RISE-NEW,3D-RISE,30,0.4930614030609528,0.20438446737465552,0.5599600970745087,0.34230712056159973,0.6403400897979736,0.2980329692363739,higher
temporal_consistency,EtriActivity3D,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,0.040150475028591856,0.20283336239187152,-0.0005956644890829999,-0.0781007725745439,0.06407329160720106,0.14217406418174494,higher
temporal_consistency,EtriActivity3D,AOSA,AOSA,30,0.9758331696192424,0.01711396018288341,0.9828458726406097,0.9686823487281799,0.9872748106718063,0.018592461943626404,higher
temporal_consistency,EtriActivity3D,GradCAM,GradCAM,30,0.93975457350413,0.05556212421765163,0.9546371698379517,0.9094183892011642,0.9809227585792542,0.0715043693780899,higher
temporal_consistency,EtriActivity3D,LV-LOCO-NEW,LV-LOCO,30,0.9561704178651174,0.03418660401635924,0.9671489000320435,0.9412526488304138,0.9813419431447983,0.04008929431438446,higher
temporal_consistency,EtriActivity3D,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.9835495511690776,0.014753370404010997,0.988346666097641,0.9812809675931932,0.9926674365997314,0.01138646900653828,higher
temporal_consistency,EtriActivity3D,SaliencyTubes,SaliencyTubes,30,0.9862465818723043,0.01606580260703053,0.9919827878475189,0.9851462543010712,0.9956628382205964,0.010516583919525258,higher
temporal_consistency,Kinetics400,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,30,0.8951122303803761,0.036278021463157256,0.8953844904899597,0.8681957423686981,0.9168617278337479,0.048665985465049744,higher
temporal_consistency,Kinetics400,3D-LIME-NEW,3D-LIME,30,0.909831686814626,0.0334978957957423,0.9102562367916107,0.886870801448822,0.9289663285017014,0.042095527052879333,higher
temporal_consistency,Kinetics400,3D-RISE-NEW,3D-RISE,30,0.39839203357696534,0.17634961210192718,0.3658381402492523,0.2937242314219475,0.536772221326828,0.24304798990488052,higher
temporal_consistency,Kinetics400,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,30,-0.024238559929653982,0.11901489613829759,-0.05505870468914505,-0.07867401652038092,0.020084671443328227,0.09875868796370915,higher
temporal_consistency,Kinetics400,AOSA,AOSA,30,0.8864837984244028,0.05371607168496526,0.8870695233345032,0.8597767651081085,0.927100419998169,0.06732365489006042,higher
temporal_consistency,Kinetics400,GradCAM,GradCAM,30,0.9352013071378072,0.03563258993552315,0.9369028210639954,0.9137087613344193,0.9592954218387603,0.045586660504341014,higher
temporal_consistency,Kinetics400,LV-LOCO-NEW,LV-LOCO,30,0.8892723182837169,0.034483091220455335,0.886622965335846,0.8625077456235886,0.906100884079933,0.043593138456344493,higher
temporal_consistency,Kinetics400,LV-Univ-Pred-NEW,LV-Univ-Pred,30,0.9119471808274587,0.030354824659941205,0.9148751795291901,0.8893546313047409,0.9282497614622117,0.038895130157470814,higher
temporal_consistency,Kinetics400,SaliencyTubes,SaliencyTubes,30,0.9620257576306661,0.024367036474850445,0.9698470532894135,0.9473172724246979,0.9781240075826644,0.030806735157966503,higher
temporal_consistency,Overall,3D-Kernel-SHAP-NEW,3D-Kernel-SHAP,60,0.9350398550430934,0.04906604221160576,0.9511896371841431,0.8953999876976013,0.9805945605039598,0.08519457280635845,higher
temporal_consistency,Overall,3D-LIME-NEW,3D-LIME,60,0.9427125006914139,0.04307662428963457,0.9554051756858826,0.9049209505319595,0.9821041822433472,0.07718323171138763,higher
temporal_consistency,Overall,3D-RISE-NEW,3D-RISE,60,0.4457267183189591,0.19518474657166968,0.4448792487382889,0.3126127123832702,0.6092185974121094,0.29660588502883917,higher
temporal_consistency,Overall,3D-Sampled-Occl-Sens-NEW,3D-Sampled-Occl-Sens,60,0.007955957549468935,0.16804261218062924,-0.01368999527767295,-0.07973584346473211,0.034236812964081695,0.11397265642881381,higher
temporal_consistency,Overall,AOSA,AOSA,60,0.9311584840218227,0.05993223117956116,0.9504146873950958,0.8871113061904907,0.9826943725347519,0.09558306634426117,higher
temporal_consistency,Overall,GradCAM,GradCAM,60,0.9374779403209687,0.04633318644426756,0.9466292560100555,0.909668117761612,0.9694342166185379,0.05976609885692585,higher
temporal_consistency,Overall,LV-LOCO-NEW,LV-LOCO,60,0.9227213680744171,0.04792415488560055,0.925846427679062,0.8842243701219559,0.9694208055734634,0.08519643545150757,higher
temporal_consistency,Overall,LV-Univ-Pred-NEW,LV-Univ-Pred,60,0.9477483659982682,0.04316635809737798,0.9538523554801941,0.9152643829584123,0.9883519858121872,0.07308760285377491,higher
temporal_consistency,Overall,SaliencyTubes,SaliencyTubes,60,0.9741361697514852,0.02382981213018436,0.9814359843730927,0.9672466516494751,0.9931613653898239,0.025914713740348816,higher
